Year,Neighborhood,Category,Count
2009,Twin Peaks,LARCENY/THEFT,52
2009,Twin Peaks,NON-CRIMINAL,42
2009,Twin Peaks,VEHICLE THEFT,23
2010,Twin Peaks,ASSAULT,28
2010,Twin Peaks,DRUG/NARCOTIC,25
2010,Twin Peaks,LARCENY/THEFT,56
2010,Twin Peaks,NON-CRIMINAL,38
2010,Twin Peaks,OTHER OFFENSES,25
2011,Twin Peaks,ASSAULT,28
2011,Twin Peaks,DRUG/NARCOTIC,26
2011,Twin Peaks,LARCENY/THEFT,57
2011,Twin Peaks,NON-CRIMINAL,45
2011,Twin Peaks,OTHER OFFENSES,27
2012,Twin Peaks,ASSAULT,25
2012,Twin Peaks,DRUG/NARCOTIC,28
2012,Twin Peaks,LARCENY/THEFT,57
2012,Twin Peaks,NON-CRIMINAL,47
2012,Twin Peaks,VEHICLE THEFT,35
2013,Twin Peaks,ASSAULT,28
2013,Twin Peaks,BURGLARY,27
2013,Twin Peaks,LARCENY/THEFT,67
2013,Twin Peaks,NON-CRIMINAL,44
2013,Twin Peaks,OTHER OFFENSES,42
2014,Twin Peaks,ASSAULT,1
2014,Twin Peaks,,
2014,Twin Peaks,,
2014,Twin Peaks,,
2014,Twin Peaks,,
2015,Twin Peaks,,
2015,Twin Peaks,,
2015,Twin Peaks,ASSAULT,2
2015,Twin Peaks,LARCENY/THEFT,3
2015,Twin Peaks,NON-CRIMINAL,6
2016,Twin Peaks,ASSAULT,12
2016,Twin Peaks,LARCENY/THEFT,58
2016,Twin Peaks,NON-CRIMINAL,17
2016,Twin Peaks,OTHER OFFENSES,29
2016,Twin Peaks,VANDALISM,10
2017,Twin Peaks,ASSAULT,20
2017,Twin Peaks,LARCENY/THEFT,81
2017,Twin Peaks,MISSING PERSON,25
2017,Twin Peaks,NON-CRIMINAL,33
2017,Twin Peaks,OTHER OFFENSES,38
2003,Western Addition,ASSAULT,325
2003,Western Addition,LARCENY/THEFT,926
2003,Western Addition,NON-CRIMINAL,260
2003,Western Addition,OTHER OFFENSES,382
2003,Western Addition,VEHICLE THEFT,322
2004,Western Addition,ASSAULT,323
2004,Western Addition,LARCENY/THEFT,711
2004,Western Addition,NON-CRIMINAL,289
2004,Western Addition,OTHER OFFENSES,426
2004,Western Addition,VEHICLE THEFT,253
2005,Western Addition,ASSAULT,254
2005,Western Addition,LARCENY/THEFT,835
2005,Western Addition,NON-CRIMINAL,246
2005,Western Addition,OTHER OFFENSES,401
2005,Western Addition,VEHICLE THEFT,321
2006,Western Addition,ASSAULT,287
2006,Western Addition,LARCENY/THEFT,1103
2006,Western Addition,NON-CRIMINAL,288
2006,Western Addition,OTHER OFFENSES,449
2006,Western Addition,VANDALISM,228
2007,Western Addition,ASSAULT,255
2007,Western Addition,LARCENY/THEFT,760
2007,Western Addition,NON-CRIMINAL,219
2007,Western Addition,OTHER OFFENSES,433
2007,Western Addition,VANDALISM,185
2008,Western Addition,ASSAULT,303
2008,Western Addition,LARCENY/THEFT,712
2008,Western Addition,NON-CRIMINAL,215
2008,Western Addition,OTHER OFFENSES,445
2008,Western Addition,VANDALISM,167
2009,Western Addition,ASSAULT,217
2009,Western Addition,LARCENY/THEFT,678
2009,Western Addition,NON-CRIMINAL,206
2009,Western Addition,OTHER OFFENSES,424
2009,Western Addition,VANDALISM,179
2010,Western Addition,ASSAULT,220
2010,Western Addition,LARCENY/THEFT,557
2010,Western Addition,NON-CRIMINAL,235
2010,Western Addition,OTHER OFFENSES,388
2010,Western Addition,VANDALISM,147
2011,Western Addition,ASSAULT,230
2011,Western Addition,LARCENY/THEFT,675
2011,Western Addition,NON-CRIMINAL,303
2011,Western Addition,OTHER OFFENSES,325
2011,Western Addition,SUSPICIOUS OCC,164
2012,Western Addition,ASSAULT,245
2012,Western Addition,LARCENY/THEFT,770
2012,Western Addition,NON-CRIMINAL,285
2012,Western Addition,OTHER OFFENSES,317
2012,Western Addition,VANDALISM,152
2013,Western Addition,ASSAULT,256
2013,Western Addition,LARCENY/THEFT,977
2013,Western Addition,NON-CRIMINAL,365
2013,Western Addition,OTHER OFFENSES,340
2013,Western Addition,VANDALISM,165
2014,Western Addition,,
2014,Western Addition,,
2014,Western Addition,,
2014,Western Addition,,
2014,Western Addition,ASSAULT,3
2015,Western Addition,ASSAULT,12
2015,Western Addition,LARCENY/THEFT,23
2015,Western Addition,NON-CRIMINAL,10
2015,Western Addition,OTHER OFFENSES,14
2015,Western Addition,WARRANTS,9
2016,Western Addition,ASSAULT,163
2016,Western Addition,LARCENY/THEFT,815
2016,Western Addition,NON-CRIMINAL,185
2016,Western Addition,OTHER OFFENSES,212
2016,Western Addition,VANDALISM,126
2017,Western Addition,ASSAULT,181
2017,Western Addition,LARCENY/THEFT,715
2017,Western Addition,NON-CRIMINAL,235
2017,Western Addition,OTHER OFFENSES,253
2017,Western Addition,VANDALISM,135
2003,Visitacion Valley,ASSAULT,232
2003,Visitacion Valley,NON-CRIMINAL,90
2003,Visitacion Valley,OTHER OFFENSES,180
2003,Visitacion Valley,VANDALISM,93
2003,Visitacion Valley,VEHICLE THEFT,227
2004,Visitacion Valley,ASSAULT,232
2004,Visitacion Valley,NON-CRIMINAL,88
2004,Visitacion Valley,OTHER OFFENSES,196
2004,Visitacion Valley,VANDALISM,104
2004,Visitacion Valley,VEHICLE THEFT,196
2005,Visitacion Valley,ASSAULT,177
2005,Visitacion Valley,LARCENY/THEFT,77
2005,Visitacion Valley,OTHER OFFENSES,123
2005,Visitacion Valley,VANDALISM,86
2005,Visitacion Valley,VEHICLE THEFT,229
2006,Visitacion Valley,ASSAULT,199
2006,Visitacion Valley,BURGLARY,85
2006,Visitacion Valley,OTHER OFFENSES,164
2006,Visitacion Valley,VANDALISM,125
2006,Visitacion Valley,VEHICLE THEFT,101
2007,Visitacion Valley,ASSAULT,217
2007,Visitacion Valley,BURGLARY,90
2007,Visitacion Valley,NON-CRIMINAL,81
2007,Visitacion Valley,OTHER OFFENSES,227
2007,Visitacion Valley,VANDALISM,119
2008,Visitacion Valley,ASSAULT,182
2008,Visitacion Valley,LARCENY/THEFT,103
2008,Visitacion Valley,NON-CRIMINAL,87
2008,Visitacion Valley,OTHER OFFENSES,253
2008,Visitacion Valley,VANDALISM,120
2009,Visitacion Valley,ASSAULT,175
2009,Visitacion Valley,LARCENY/THEFT,75
2009,Visitacion Valley,OTHER OFFENSES,255
2009,Visitacion Valley,VANDALISM,136
2009,Visitacion Valley,VEHICLE THEFT,62
2010,Visitacion Valley,ASSAULT,201
2010,Visitacion Valley,LARCENY/THEFT,96
2010,Visitacion Valley,OTHER OFFENSES,217
2010,Visitacion Valley,VANDALISM,110
2010,Visitacion Valley,VEHICLE THEFT,78
2011,Visitacion Valley,ASSAULT,174
2011,Visitacion Valley,LARCENY/THEFT,91
2011,Visitacion Valley,NON-CRIMINAL,91
2011,Visitacion Valley,OTHER OFFENSES,183
2011,Visitacion Valley,VANDALISM,101
2012,Visitacion Valley,ASSAULT,193
2012,Visitacion Valley,LARCENY/THEFT,131
2012,Visitacion Valley,OTHER OFFENSES,180
2012,Visitacion Valley,VANDALISM,117
2012,Visitacion Valley,VEHICLE THEFT,92
2013,Visitacion Valley,ASSAULT,176
2013,Visitacion Valley,LARCENY/THEFT,105
2013,Visitacion Valley,NON-CRIMINAL,128
2013,Visitacion Valley,OTHER OFFENSES,161
2013,Visitacion Valley,VANDALISM,73
2014,Visitacion Valley,,
2014,Visitacion Valley,,
2014,Visitacion Valley,,
2014,Visitacion Valley,,
2014,Visitacion Valley,OTHER OFFENSES,1
2015,Visitacion Valley,ASSAULT,6
2015,Visitacion Valley,BURGLARY,3
2015,Visitacion Valley,LARCENY/THEFT,2
2015,Visitacion Valley,OTHER OFFENSES,3
2015,Visitacion Valley,VANDALISM,2
2016,Visitacion Valley,ASSAULT,101
2016,Visitacion Valley,LARCENY/THEFT,47
2016,Visitacion Valley,NON-CRIMINAL,55
2016,Visitacion Valley,OTHER OFFENSES,75
2016,Visitacion Valley,VANDALISM,61
2017,Visitacion Valley,ASSAULT,145
2017,Visitacion Valley,LARCENY/THEFT,56
2017,Visitacion Valley,NON-CRIMINAL,79
2017,Visitacion Valley,OTHER OFFENSES,106
2017,Visitacion Valley,VANDALISM,58
2003,West of Twin Peaks,ASSAULT,162
2003,West of Twin Peaks,LARCENY/THEFT,360
2003,West of Twin Peaks,NON-CRIMINAL,190
2003,West of Twin Peaks,OTHER OFFENSES,209
2003,West of Twin Peaks,VEHICLE THEFT,221
2004,West of Twin Peaks,LARCENY/THEFT,353
2004,West of Twin Peaks,NON-CRIMINAL,190
2004,West of Twin Peaks,OTHER OFFENSES,198
2004,West of Twin Peaks,VANDALISM,129
2004,West of Twin Peaks,VEHICLE THEFT,338
2005,West of Twin Peaks,ASSAULT,142
2005,West of Twin Peaks,LARCENY/THEFT,285
2005,West of Twin Peaks,NON-CRIMINAL,200
2005,West of Twin Peaks,OTHER OFFENSES,210
2005,West of Twin Peaks,VEHICLE THEFT,268
2006,West of Twin Peaks,ASSAULT,141
2006,West of Twin Peaks,LARCENY/THEFT,465
2006,West of Twin Peaks,NON-CRIMINAL,176
2006,West of Twin Peaks,OTHER OFFENSES,209
2006,West of Twin Peaks,VANDALISM,199
2007,West of Twin Peaks,LARCENY/THEFT,317
2007,West of Twin Peaks,NON-CRIMINAL,135
2007,West of Twin Peaks,OTHER OFFENSES,223
2007,West of Twin Peaks,VANDALISM,145
2007,West of Twin Peaks,VEHICLE THEFT,112
2008,West of Twin Peaks,ASSAULT,122
2008,West of Twin Peaks,LARCENY/THEFT,303
2008,West of Twin Peaks,NON-CRIMINAL,177
2008,West of Twin Peaks,OTHER OFFENSES,229
2008,West of Twin Peaks,VANDALISM,159
2009,West of Twin Peaks,ASSAULT,123
2009,West of Twin Peaks,LARCENY/THEFT,405
2009,West of Twin Peaks,NON-CRIMINAL,174
2009,West of Twin Peaks,OTHER OFFENSES,303
2009,West of Twin Peaks,VANDALISM,140
2010,West of Twin Peaks,ASSAULT,99
2010,West of Twin Peaks,LARCENY/THEFT,351
2010,West of Twin Peaks,NON-CRIMINAL,149
2010,West of Twin Peaks,OTHER OFFENSES,207
2010,West of Twin Peaks,VANDALISM,169
2011,West of Twin Peaks,ASSAULT,119
2011,West of Twin Peaks,LARCENY/THEFT,425
2011,West of Twin Peaks,NON-CRIMINAL,153
2011,West of Twin Peaks,OTHER OFFENSES,262
2011,West of Twin Peaks,VANDALISM,135
2012,West of Twin Peaks,ASSAULT,128
2012,West of Twin Peaks,LARCENY/THEFT,413
2012,West of Twin Peaks,NON-CRIMINAL,216
2012,West of Twin Peaks,OTHER OFFENSES,242
2012,West of Twin Peaks,VANDALISM,128
2013,West of Twin Peaks,ASSAULT,123
2013,West of Twin Peaks,BURGLARY,128
2013,West of Twin Peaks,LARCENY/THEFT,395
2013,West of Twin Peaks,NON-CRIMINAL,253
2013,West of Twin Peaks,OTHER OFFENSES,222
2014,West of Twin Peaks,,
2014,West of Twin Peaks,,
2014,West of Twin Peaks,,
2014,West of Twin Peaks,,
2014,West of Twin Peaks,,
2015,West of Twin Peaks,ASSAULT,8
2015,West of Twin Peaks,BURGLARY,4
2015,West of Twin Peaks,LARCENY/THEFT,15
2015,West of Twin Peaks,NON-CRIMINAL,8
2015,West of Twin Peaks,OTHER OFFENSES,12
2016,West of Twin Peaks,ASSAULT,64
2016,West of Twin Peaks,BURGLARY,70
2016,West of Twin Peaks,LARCENY/THEFT,281
2016,West of Twin Peaks,NON-CRIMINAL,109
2016,West of Twin Peaks,OTHER OFFENSES,162
2017,West of Twin Peaks,ASSAULT,92
2017,West of Twin Peaks,BURGLARY,78
2017,West of Twin Peaks,LARCENY/THEFT,319
2017,West of Twin Peaks,NON-CRIMINAL,147
2017,West of Twin Peaks,OTHER OFFENSES,208
2003,Bayview Hunters Point,All,6056
2003,Bernal Heights,All,1981
2003,Castro/Upper Market,All,2345
2003,Chinatown,All,1261
2003,Excelsior,All,1750
2003,Financial District/South Beach,All,5546
2003,Glen Park,All,441
2003,Golden Gate Park,All,750
2003,Haight Ashbury,All,1525
2003,Hayes Valley,All,2120
2003,Inner Richmond,All,1079
2003,Inner Sunset,All,1033
2003,Japantown,All,484
2003,Lakeshore,All,1041
2003,Lincoln Park,All,29
2003,Lone Mountain/USF,All,1142
2003,Marina,All,1716
2003,McLaren Park,All,154
2003,Mission,All,11300
2003,Mission Bay,All,677
2003,Nob Hill,All,2946
2003,Noe Valley,All,1024
2003,North Beach,All,1808
2003,Oceanview/Merced/Ingleside,All,1431
2003,Outer Mission,All,1497
2003,Outer Richmond,All,1584
2003,Pacific Heights,All,1629
2003,Portola,All,1011
2003,Potrero Hill,All,1746
2003,Presidio,All,41
2003,Presidio Heights,All,519
2003,Russian Hill,All,1096
2003,Seacliff,All,63
2003,South of Market,All,9677
2003,Sunset/Parkside,All,2402
2003,Tenderloin,All,10458
2003,Treasure Island,All,194
2003,Twin Peaks,All,344
2003,Visitacion Valley,All,1296
2003,West of Twin Peaks,All,1756
2003,Western Addition,All,3437
2004,Bayview Hunters Point,All,6227
2004,Bernal Heights,All,2086
2004,Castro/Upper Market,All,2293
2004,Chinatown,All,1270
2004,Excelsior,All,1734
2004,Financial District/South Beach,All,5037
2004,Glen Park,All,451
2004,Golden Gate Park,All,660
2004,Haight Ashbury,All,1649
2004,Hayes Valley,All,2245
2004,Inner Richmond,All,1107
2004,Inner Sunset,All,1121
2004,Japantown,All,435
2004,Lakeshore,All,971
2004,Lincoln Park,All,19
2004,Lone Mountain/USF,All,1067
2004,Marina,All,1665
2004,McLaren Park,All,122
2004,Mission,All,10960
2004,Mission Bay,All,669
2004,Nob Hill,All,3049
2004,Noe Valley,All,1071
2004,North Beach,All,1833
2004,Oceanview/Merced/Ingleside,All,1513
2004,Outer Mission,All,1403
2004,Outer Richmond,All,1756
2004,Pacific Heights,All,1604
2004,Portola,All,1037
2004,Potrero Hill,All,1715
2004,Presidio,All,41
2004,Presidio Heights,All,487
2004,Russian Hill,All,1139
2004,Seacliff,All,68
2004,South of Market,All,9435
2004,Sunset/Parkside,All,2769
2004,Tenderloin,All,10296
2004,Treasure Island,All,198
2004,Twin Peaks,All,376
2004,Visitacion Valley,All,1318
2004,West of Twin Peaks,All,1771
2004,Western Addition,All,3143
2005,Bayview Hunters Point,All,5624
2005,Bernal Heights,All,1865
2005,Castro/Upper Market,All,2223
2005,Chinatown,All,1246
2005,Excelsior,All,1708
2005,Financial District/South Beach,All,4710
2005,Glen Park,All,419
2005,Golden Gate Park,All,558
2005,Haight Ashbury,All,1608
2005,Hayes Valley,All,2256
2005,Inner Richmond,All,978
2005,Inner Sunset,All,1098
2005,Japantown,All,496
2005,Lakeshore,All,931
2005,Lincoln Park,All,20
2005,Lone Mountain/USF,All,1105
2005,Marina,All,1702
2005,McLaren Park,All,122
2005,Mission,All,10134
2005,Mission Bay,All,636
2005,Nob Hill,All,2828
2005,Noe Valley,All,1020
2005,North Beach,All,1790
2005,Oceanview/Merced/Ingleside,All,1464
2005,Outer Mission,All,1497
2005,Outer Richmond,All,1448
2005,Pacific Heights,All,1844
2005,Portola,All,1060
2005,Potrero Hill,All,1737
2005,Presidio,All,44
2005,Presidio Heights,All,546
2005,Russian Hill,All,1137
2005,Seacliff,All,59
2005,South of Market,All,9300
2005,Sunset/Parkside,All,2868
2005,Tenderloin,All,9626
2005,Treasure Island,All,129
2005,Twin Peaks,All,331
2005,Visitacion Valley,All,1120
2005,West of Twin Peaks,All,1721
2005,Western Addition,All,3085
2006,Bayview Hunters Point,All,5751
2006,Bernal Heights,All,1746
2006,Castro/Upper Market,All,2162
2006,Chinatown,All,1170
2006,Excelsior,All,1561
2006,Financial District/South Beach,All,4697
2006,Glen Park,All,457
2006,Golden Gate Park,All,668
2006,Haight Ashbury,All,1521
2006,Hayes Valley,All,2308
2006,Inner Richmond,All,893
2006,Inner Sunset,All,944
2006,Japantown,All,419
2006,Lakeshore,All,771
2006,Lincoln Park,All,10
2006,Lone Mountain/USF,All,1085
2006,Marina,All,1588
2006,McLaren Park,All,160
2006,Mission,All,9723
2006,Mission Bay,All,518
2006,Nob Hill,All,2638
2006,Noe Valley,All,870
2006,North Beach,All,1865
2006,Oceanview/Merced/Ingleside,All,1363
2006,Outer Mission,All,1330
2006,Outer Richmond,All,1235
2006,Pacific Heights,All,1572
2006,Portola,All,873
2006,Potrero Hill,All,1287
2006,Presidio,All,36
2006,Presidio Heights,All,466
2006,Russian Hill,All,1112
2006,Seacliff,All,45
2006,South of Market,All,9294
2006,Sunset/Parkside,All,2337
2006,Tenderloin,All,9878
2006,Treasure Island,All,150
2006,Twin Peaks,All,270
2006,Visitacion Valley,All,1164
2006,West of Twin Peaks,All,1808
2006,Western Addition,All,3482
2007,Bayview Hunters Point,All,5500
2007,Bernal Heights,All,1787
2007,Castro/Upper Market,All,1963
2007,Chinatown,All,1256
2007,Excelsior,All,1653
2007,Financial District/South Beach,All,4662
2007,Glen Park,All,369
2007,Golden Gate Park,All,846
2007,Haight Ashbury,All,1496
2007,Hayes Valley,All,1910
2007,Inner Richmond,All,931
2007,Inner Sunset,All,889
2007,Japantown,All,384
2007,Lakeshore,All,754
2007,Lincoln Park,All,14
2007,Lone Mountain/USF,All,923
2007,Marina,All,1521
2007,McLaren Park,All,140
2007,Mission,All,9819
2007,Mission Bay,All,610
2007,Nob Hill,All,2490
2007,Noe Valley,All,694
2007,North Beach,All,1869
2007,Oceanview/Merced/Ingleside,All,1265
2007,Outer Mission,All,1312
2007,Outer Richmond,All,1260
2007,Pacific Heights,All,1403
2007,Portola,All,904
2007,Potrero Hill,All,1323
2007,Presidio,All,43
2007,Presidio Heights,All,422
2007,Russian Hill,All,1071
2007,Seacliff,All,44
2007,South of Market,All,9615
2007,Sunset/Parkside,All,2255
2007,Tenderloin,All,11774
2007,Treasure Island,All,164
2007,Twin Peaks,All,221
2007,Visitacion Valley,All,1316
2007,West of Twin Peaks,All,1508
2007,Western Addition,All,2664
2008,Bayview Hunters Point,All,5453
2008,Bernal Heights,All,1694
2008,Castro/Upper Market,All,2008
2008,Chinatown,All,1305
2008,Excelsior,All,1667
2008,Financial District/South Beach,All,4975
2008,Glen Park,All,362
2008,Golden Gate Park,All,780
2008,Haight Ashbury,All,1431
2008,Hayes Valley,All,1749
2008,Inner Richmond,All,908
2008,Inner Sunset,All,1065
2008,Japantown,All,338
2008,Lakeshore,All,854
2008,Lincoln Park,All,20
2008,Lone Mountain/USF,All,939
2008,Marina,All,1596
2008,McLaren Park,All,105
2008,Mission,All,10585
2008,Mission Bay,All,594
2008,Nob Hill,All,2233
2008,Noe Valley,All,747
2008,North Beach,All,1783
2008,Oceanview/Merced/Ingleside,All,1260
2008,Outer Mission,All,1310
2008,Outer Richmond,All,1399
2008,Pacific Heights,All,1453
2008,Portola,All,930
2008,Potrero Hill,All,1339
2008,Presidio,All,31
2008,Presidio Heights,All,472
2008,Russian Hill,All,1162
2008,Seacliff,All,54
2008,South of Market,All,9441
2008,Sunset/Parkside,All,2493
2008,Tenderloin,All,12766
2008,Treasure Island,All,194
2008,Twin Peaks,All,289
2008,Visitacion Valley,All,1287
2008,West of Twin Peaks,All,1540
2008,Western Addition,All,2790
2009,Bayview Hunters Point,All,5465
2009,Bernal Heights,All,1663
2009,Castro/Upper Market,All,2165
2009,Chinatown,All,1283
2009,Excelsior,All,1490
2009,Financial District/South Beach,All,5000
2009,Glen Park,All,370
2009,Golden Gate Park,All,1023
2009,Haight Ashbury,All,1547
2009,Hayes Valley,All,1664
2009,Inner Richmond,All,919
2009,Inner Sunset,All,900
2009,Japantown,All,342
2009,Lakeshore,All,777
2009,Lincoln Park,All,11
2009,Lone Mountain/USF,All,956
2009,Marina,All,1710
2009,McLaren Park,All,82
2009,Mission,All,9970
2009,Mission Bay,All,654
2009,Nob Hill,All,2187
2009,Noe Valley,All,794
2009,North Beach,All,1781
2009,Oceanview/Merced/Ingleside,All,1316
2009,Outer Mission,All,1323
2009,Outer Richmond,All,1375
2009,Pacific Heights,All,1358
2009,Portola,All,897
2009,Potrero Hill,All,1251
2009,Presidio,All,12
2009,Presidio Heights,All,391
2009,Russian Hill,All,1161
2009,Seacliff,All,60
2009,South of Market,All,9726
2009,Sunset/Parkside,All,2338
2009,Tenderloin,All,12951
2009,Treasure Island,All,168
2009,Twin Peaks,All,274
2009,Visitacion Valley,All,1195
2009,West of Twin Peaks,All,1710
2009,Western Addition,All,2596
2010,Bayview Hunters Point,All,5418
2010,Bernal Heights,All,1690
2010,Castro/Upper Market,All,2131
2010,Chinatown,All,1102
2010,Excelsior,All,1618
2010,Financial District/South Beach,All,5176
2010,Glen Park,All,383
2010,Golden Gate Park,All,765
2010,Haight Ashbury,All,1395
2010,Hayes Valley,All,1530
2010,Inner Richmond,All,876
2010,Inner Sunset,All,839
2010,Japantown,All,348
2010,Lakeshore,All,747
2010,Lincoln Park,All,7
2010,Lone Mountain/USF,All,920
2010,Marina,All,1412
2010,McLaren Park,All,74
2010,Mission,All,9319
2010,Mission Bay,All,755
2010,Nob Hill,All,2254
2010,Noe Valley,All,750
2010,North Beach,All,1711
2010,Oceanview/Merced/Ingleside,All,1148
2010,Outer Mission,All,1419
2010,Outer Richmond,All,1404
2010,Pacific Heights,All,1238
2010,Portola,All,902
2010,Potrero Hill,All,1426
2010,Presidio,All,6
2010,Presidio Heights,All,360
2010,Russian Hill,All,1012
2010,Seacliff,All,41
2010,South of Market,All,10527
2010,Sunset/Parkside,All,2185
2010,Tenderloin,All,10632
2010,Treasure Island,All,119
2010,Twin Peaks,All,272
2010,Visitacion Valley,All,1226
2010,West of Twin Peaks,All,1430
2010,Western Addition,All,2359
2011,Bayview Hunters Point,All,5633
2011,Bernal Heights,All,1551
2011,Castro/Upper Market,All,2308
2011,Chinatown,All,1123
2011,Excelsior,All,1416
2011,Financial District/South Beach,All,5462
2011,Glen Park,All,389
2011,Golden Gate Park,All,716
2011,Haight Ashbury,All,1534
2011,Hayes Valley,All,1527
2011,Inner Richmond,All,938
2011,Inner Sunset,All,991
2011,Japantown,All,393
2011,Lakeshore,All,829
2011,Lincoln Park,All,16
2011,Lone Mountain/USF,All,950
2011,Marina,All,1480
2011,McLaren Park,All,97
2011,Mission,All,9316
2011,Mission Bay,All,622
2011,Nob Hill,All,2109
2011,Noe Valley,All,772
2011,North Beach,All,1788
2011,Oceanview/Merced/Ingleside,All,1048
2011,Outer Mission,All,1375
2011,Outer Richmond,All,1360
2011,Pacific Heights,All,1275
2011,Portola,All,812
2011,Potrero Hill,All,1303
2011,Presidio,All,12
2011,Presidio Heights,All,434
2011,Russian Hill,All,1043
2011,Seacliff,All,59
2011,South of Market,All,9442
2011,Sunset/Parkside,All,2258
2011,Tenderloin,All,9777
2011,Treasure Island,All,98
2011,Twin Peaks,All,299
2011,Visitacion Valley,All,1105
2011,West of Twin Peaks,All,1622
2011,Western Addition,All,2567
2012,Bayview Hunters Point,All,5774
2012,Bernal Heights,All,1739
2012,Castro/Upper Market,All,2607
2012,Chinatown,All,1352
2012,Excelsior,All,1617
2012,Financial District/South Beach,All,5941
2012,Glen Park,All,403
2012,Golden Gate Park,All,866
2012,Haight Ashbury,All,1795
2012,Hayes Valley,All,1754
2012,Inner Richmond,All,1136
2012,Inner Sunset,All,1048
2012,Japantown,All,470
2012,Lakeshore,All,947
2012,Lincoln Park,All,17
2012,Lone Mountain/USF,All,1082
2012,Marina,All,1641
2012,McLaren Park,All,108
2012,Mission,All,9548
2012,Mission Bay,All,812
2012,Nob Hill,All,2465
2012,Noe Valley,All,900
2012,North Beach,All,1934
2012,Oceanview/Merced/Ingleside,All,1250
2012,Outer Mission,All,1321
2012,Outer Richmond,All,1577
2012,Pacific Heights,All,1386
2012,Portola,All,847
2012,Potrero Hill,All,1449
2012,Presidio,All,16
2012,Presidio Heights,All,536
2012,Russian Hill,All,1051
2012,Seacliff,All,51
2012,South of Market,All,9872
2012,Sunset/Parkside,All,2323
2012,Tenderloin,All,9569
2012,Treasure Island,All,113
2012,Twin Peaks,All,315
2012,Visitacion Valley,All,1219
2012,West of Twin Peaks,All,1711
2012,Western Addition,All,2766
2013,Bayview Hunters Point,All,5756
2013,Bernal Heights,All,1908
2013,Castro/Upper Market,All,3076
2013,Chinatown,All,1428
2013,Excelsior,All,1771
2013,Financial District/South Beach,All,6398
2013,Glen Park,All,454
2013,Golden Gate Park,All,963
2013,Haight Ashbury,All,2086
2013,Hayes Valley,All,2064
2013,Inner Richmond,All,1286
2013,Inner Sunset,All,1064
2013,Japantown,All,599
2013,Lakeshore,All,988
2013,Lincoln Park,All,9
2013,Lone Mountain/USF,All,1193
2013,Marina,All,1783
2013,McLaren Park,All,105
2013,Mission,All,10763
2013,Mission Bay,All,879
2013,Nob Hill,All,2557
2013,Noe Valley,All,836
2013,North Beach,All,1866
2013,Oceanview/Merced/Ingleside,All,1321
2013,Outer Mission,All,1552
2013,Outer Richmond,All,1870
2013,Pacific Heights,All,1482
2013,Portola,All,908
2013,Potrero Hill,All,1620
2013,Presidio,All,13
2013,Presidio Heights,All,561
2013,Russian Hill,All,1283
2013,Seacliff,All,79
2013,South of Market,All,11007
2013,Sunset/Parkside,All,2314
2013,Tenderloin,All,10953
2013,Treasure Island,All,143
2013,Twin Peaks,All,323
2013,Visitacion Valley,All,1029
2013,West of Twin Peaks,All,1705
2013,Western Addition,All,3105
2014,Bayview Hunters Point,All,5712
2014,Bernal Heights,All,1742
2014,Castro/Upper Market,All,2475
2014,Chinatown,All,1265
2014,Excelsior,All,1576
2014,Financial District/South Beach,All,5408
2014,Glen Park,All,431
2014,Golden Gate Park,All,767
2014,Haight Ashbury,All,1673
2014,Hayes Valley,All,2032
2014,Inner Richmond,All,1023
2014,Inner Sunset,All,995
2014,Japantown,All,445
2014,Lakeshore,All,843
2014,Lincoln Park,All,12
2014,Lone Mountain/USF,All,1065
2014,Marina,All,1643
2014,McLaren Park,All,132
2014,Mission,All,9626
2014,Mission Bay,All,743
2014,Nob Hill,All,2533
2014,Noe Valley,All,854
2014,North Beach,All,1888
2014,Oceanview/Merced/Ingleside,All,1305
2014,Outer Mission,All,1423
2014,Outer Richmond,All,1487
2014,Pacific Heights,All,1465
2014,Portola,All,854
2014,Potrero Hill,All,1523
2014,Presidio,All,22
2014,Presidio Heights,All,521
2014,Russian Hill,All,1085
2014,Seacliff,All,42
2014,South of Market,All,9632
2014,Sunset/Parkside,All,2345
2014,Tenderloin,All,9583
2014,Treasure Island,All,121
2014,Twin Peaks,All,293
2014,Visitacion Valley,All,1199
2014,West of Twin Peaks,All,1754
2014,Western Addition,All,3143
2015,Bayview Hunters Point,All,5234
2015,Bernal Heights,All,1732
2015,Castro/Upper Market,All,2567
2015,Chinatown,All,1343
2015,Excelsior,All,1465
2015,Financial District/South Beach,All,5463
2015,Glen Park,All,384
2015,Golden Gate Park,All,890
2015,Haight Ashbury,All,1678
2015,Hayes Valley,All,1894
2015,Inner Richmond,All,1154
2015,Inner Sunset,All,1043
2015,Japantown,All,598
2015,Lakeshore,All,878
2015,Lincoln Park,All,14
2015,Lone Mountain/USF,All,1121
2015,Marina,All,1675
2015,McLaren Park,All,93
2015,Mission,All,8733
2015,Mission Bay,All,832
2015,Nob Hill,All,2304
2015,Noe Valley,All,738
2015,North Beach,All,1943
2015,Oceanview/Merced/Ingleside,All,1122
2015,Outer Mission,All,1234
2015,Outer Richmond,All,1612
2015,Pacific Heights,All,1389
2015,Portola,All,752
2015,Potrero Hill,All,1465
2015,Presidio,All,21
2015,Presidio Heights,All,467
2015,Russian Hill,All,1104
2015,Seacliff,All,61
2015,South of Market,All,9212
2015,Sunset/Parkside,All,2143
2015,Tenderloin,All,8532
2015,Treasure Island,All,115
